,Author,Date,Message
15078,Other,"Aug 24, 2016, 5:56 AM","In favour and pre-eminence, yet fraught "
15079,Other,"Aug 24, 2016, 5:55 AM","My substitutes I send ye, and create "
15080,Other,"Aug 24, 2016, 4:51 AM","In strictest bondage, though thus far removed, "
15081,Mickey Mouse,"Aug 24, 2016, 4:50 AM","Their noxious vapour; or, inured, not feel; "
15082,Other,"Aug 24, 2016, 4:48 AM","If not the first Arch-Angel, great in power, "
15083,Other,"Aug 24, 2016, 4:48 AM","Who meet with various objects, from the sense "
15084,Mickey Mouse,"Aug 24, 2016, 4:34 AM","Of these fair atheists; and now swim in joy, "
15085,Other,"Aug 24, 2016, 1:52 AM",With darkness; thrice the equinoctial line 
15086,Mickey Mouse,"Aug 24, 2016, 1:47 AM","Had gone to wrack, with ruin overspread; "
15087,Other,"Aug 23, 2016, 2:59 PM",But more illustrious made; since he the head 
15088,Other,"Aug 23, 2016, 1:01 PM","Adverse to life: then founded, then conglobed "
15089,Other,"Aug 23, 2016, 1:01 PM","By whom in bliss imbosomed sat the Son, "
15090,Other,"Aug 23, 2016, 1:00 PM",To such unsightly sufferings be debased 
15091,Mickey Mouse,"Aug 23, 2016, 1:50 AM","Was left him, or false glitter:  All amazed "
15092,Other,"Aug 23, 2016, 1:46 AM","God their Creator, and th' invisible "
15093,Other,"Aug 23, 2016, 1:45 AM","For, since no deep within her gulf can hold "
15094,Other,"Aug 23, 2016, 1:45 AM","Amid the sun's bright circle where thou sitst, "
15095,Mickey Mouse,"Aug 23, 2016, 1:44 AM","Air, and ye Elements, the eldest birth "
15096,Other,"Aug 23, 2016, 1:35 AM",O friends!  I hear the tread of nimble feet 
15097,Other,"Aug 23, 2016, 1:35 AM","'For Gods, yet able to make Gods of Men: "
15098,Other,"Aug 23, 2016, 1:35 AM",But still I see the tenour of Man's woe 
15099,Other,"Aug 23, 2016, 1:34 AM","How are we happy, still in fear of harm? "
15100,Other,"Aug 22, 2016, 11:43 PM","Of that Plutonian hall, invisible "
15101,Other,"Aug 22, 2016, 11:33 PM","Like gentle breaths from rivers pure, thence raise "
15102,William Shakespeare,"Aug 22, 2016, 10:24 PM",In prospect; there the eagle and the stork 
15103,William Shakespeare,"Aug 22, 2016, 10:24 PM","Of yesterday, so late hath passed the lips "
15104,William Shakespeare,"Aug 22, 2016, 10:24 PM",Worse; of worse deeds worse sufferings must ensue. 
15105,Other,"Aug 22, 2016, 10:24 PM",And for the testimony of truth hast borne 
15106,William Shakespeare,"Aug 22, 2016, 10:24 PM",The aspiring Dominations:  Thou that day 
15107,William Shakespeare,"Aug 22, 2016, 10:24 PM","Which the five watchful senses represent, "
15108,Other,"Aug 22, 2016, 10:24 PM","Put forth, and to a narrow vent applied "
15109,William Shakespeare,"Aug 22, 2016, 10:24 PM","Look round, and scouts each coast light-armed scour, "
15110,William Shakespeare,"Aug 22, 2016, 10:23 PM","None of retreat, no unbecoming deed "
15111,Other,"Aug 22, 2016, 10:23 PM","Her annual voyage, borne on winds; the air "
15112,William Shakespeare,"Aug 22, 2016, 10:22 PM","Like doubtful hue. But he, his wonted pride "
15113,William Shakespeare,"Aug 22, 2016, 10:22 PM",Superiour and unmoved; here only weak 
15114,William Shakespeare,"Aug 22, 2016, 10:22 PM","Out of such prison, though Spirits of purest light, "
15115,William Shakespeare,"Aug 22, 2016, 10:22 PM","From their Creator, and transgress his will "
15116,Mickey Mouse,"Aug 22, 2016, 9:24 PM","Accursed, and in a cursed hour, he hies. "
15117,Other,"Aug 22, 2016, 9:24 PM","If that way be your walk, you have not far; "
15118,Other,"Aug 22, 2016, 9:24 PM","For you, there sitting where ye durst not soar: "
15119,Other,"Aug 22, 2016, 9:24 PM","At first, and called me Sin, and for a sign "
15120,Other,"Aug 22, 2016, 9:22 PM","Back on thy foes more glorious to return, "
15121,Other,"Aug 22, 2016, 9:21 PM","Than self-esteem, grounded on just and right "
15122,Other,"Aug 22, 2016, 9:20 PM","Fixed on the fruit she gazed, which to behold "
15123,Other,"Aug 22, 2016, 6:45 PM","From large bestowed, where Nature multiplies "
15124,Other,"Aug 22, 2016, 6:44 PM","Deep under water rolled; sea covered sea, "
15125,Other,"Aug 22, 2016, 6:01 PM","Well managed; of that skill the more thou knowest, "
15126,Other,"Aug 22, 2016, 4:41 PM","Her virgin fancies pouring forth more sweet, "
15127,William Shakespeare,"Aug 22, 2016, 4:34 PM","At last, as from a cloud, his fulgent head "
15128,Other,"Aug 22, 2016, 4:34 PM","And these the gems of Heaven, her starry train: "
15129,Other,"Aug 22, 2016, 4:33 PM",With stench and smoke. Such resting found the sole 
15130,William Shakespeare,"Aug 22, 2016, 4:30 PM","Not then mistrust, but tender love, enjoins, "
15131,William Shakespeare,"Aug 22, 2016, 4:30 PM","Of richest texture spread, at the upper end "
15132,Other,"Aug 22, 2016, 4:28 PM",And due to theirs which out of thine will grow: 
15133,Other,"Aug 22, 2016, 4:28 PM","Blazed opposite, while Expectation stood "
15134,Donald Duck,"Aug 22, 2016, 4:17 PM",This is dispensed; and what surmounts the reach 
15135,Other,"Aug 22, 2016, 12:52 PM",Him through the spicy forest onward come 
15136,Other,"Aug 22, 2016, 12:51 PM",Bending his ear; persuasion in me grew 
15137,William Shakespeare,"Aug 22, 2016, 12:35 PM",One night or two with wanton growth derides 
15138,William Shakespeare,"Aug 22, 2016, 12:35 PM","Though huge, and in a rock of diamond armed, "
15139,William Shakespeare,"Aug 22, 2016, 12:35 PM","Satan exalted sat, by merit raised "
15140,William Shakespeare,"Aug 22, 2016, 12:35 PM",Of what we are.  But since thou hast vouchsafed 
15141,Other,"Aug 22, 2016, 12:07 PM","Though sleeping, where I lay, and saw the shape "
15142,Other,"Aug 22, 2016, 12:04 PM","To hill, or valley, fountain, or fresh shade, "
15143,William Shakespeare,"Aug 22, 2016, 11:26 AM",Will deem in outward rites and specious forms 
15144,Other,"Aug 22, 2016, 7:36 AM","Spirits odorous breathes: flowers and their fruit, "
15145,Other,"Aug 22, 2016, 7:36 AM","But, lest his heart exalt him in the harm "
15146,Other,"Aug 22, 2016, 7:34 AM","The arch-chemick sun, so far from us remote, "
15147,Other,"Aug 22, 2016, 7:34 AM","Both horse and foot, nor idly mustering stood; "
15148,Other,"Aug 21, 2016, 11:21 PM",Amidst in thunder uttered thus his voice. 
15149,Mickey Mouse,"Aug 21, 2016, 11:21 PM",Through his glazed optick tube yet never saw. 
15150,Other,"Aug 21, 2016, 11:02 PM",He left it in thy power; ordained thy will 
15151,Mickey Mouse,"Aug 21, 2016, 10:56 PM",Not by the sufferance of supernal Power. 
15152,Other,"Aug 21, 2016, 10:54 PM","What we, not to explore the secrets ask "
15153,Other,"Aug 21, 2016, 10:45 PM",Among them he arrived; in his right hand 
15154,Other,"Aug 21, 2016, 10:39 PM","Of guardians bright, when he from Esau fled "
15155,Other,"Aug 21, 2016, 10:38 PM","Fly to and fro, or on the smoothed plank, "
15156,Mickey Mouse,"Aug 21, 2016, 10:24 PM","Deep malice thence conceiving and disdain, "
15157,Other,"Aug 21, 2016, 10:20 PM","Two days are therefore past, the third is thine; "
15158,Other,"Aug 21, 2016, 10:17 PM",His spear--to equal which the tallest pine 
15159,Mickey Mouse,"Aug 21, 2016, 10:15 PM","Our stronger, some worse way his wrath may find "
15160,Other,"Aug 21, 2016, 10:05 PM","God made, and every herb, before it grew "
15161,Mickey Mouse,"Aug 21, 2016, 9:55 PM","My own in thee, for what thou art is mine; "
15162,Other,"Aug 21, 2016, 9:33 PM","Delightfully, Encrease and multiply; "
15163,Donald Duck,"Aug 21, 2016, 9:04 PM","Was heard, of harp and organ; and, who moved "
15164,Other,"Aug 21, 2016, 8:58 PM",What seemed both spear and shield:  Now dreadful deeds 
15165,Donald Duck,"Aug 21, 2016, 8:57 PM","To loathsome sickness; worthily, since they "
15166,Mickey Mouse,"Aug 21, 2016, 8:48 PM","That all may see who hate us, how we seek "
15167,Other,"Aug 21, 2016, 8:46 PM","Subdues us, and omnipotent decree, "
15168,Other,"Aug 21, 2016, 8:45 PM",Whose annual wound in Lebanon allured 
15169,Mickey Mouse,"Aug 21, 2016, 8:45 PM","Mount Hermon, yonder sea; each place behold "
15170,Other,"Aug 21, 2016, 8:43 PM","Where to lie hid; sea he had searched, and land, "
15171,Other,"Aug 21, 2016, 8:43 PM","(Severe, but in true filial freedom placed,) "
15172,Mickey Mouse,"Aug 21, 2016, 8:43 PM","My early visitation, and my last "
15173,Mickey Mouse,"Aug 21, 2016, 8:43 PM","What should they do? if on they rushed, repulse "
15174,Mickey Mouse,"Aug 21, 2016, 8:43 PM",At once with joy and fear his heart rebounds. 
15175,Other,"Aug 20, 2016, 3:57 AM","  So spake the grisly Terror, and in shape, "
15176,Other,"Aug 20, 2016, 3:57 AM","And God created the great whales, and each "
15177,Other,"Aug 20, 2016, 2:58 AM","To us enslaved, but custody severe, "
15178,William Shakespeare,"Aug 20, 2016, 2:55 AM","Torment within me, as from the hateful siege "
15179,William Shakespeare,"Aug 20, 2016, 2:55 AM","Thy goodness beyond thought, and power divine. "
15180,Other,"Aug 20, 2016, 12:05 AM",Through his glazed optick tube yet never saw. 
15181,Mickey Mouse,"Aug 20, 2016, 12:03 AM","Ariel, and Arioch, and the violence "
15182,Mickey Mouse,"Aug 20, 2016, 12:03 AM","His anger, and perhaps, thus far removed, "
15183,Other,"Aug 19, 2016, 8:40 PM","Audacious neighbourhood, the wisest heart "
15184,Other,"Aug 19, 2016, 8:40 PM","Showered roses, which the morn repaired.  Sleep on, "
15185,Other,"Aug 19, 2016, 8:40 PM","Egypt from Syrian ground, had general names "
15186,Other,"Aug 19, 2016, 8:36 PM",Nor hope to be myself less miserable 
15187,Other,"Aug 19, 2016, 8:36 PM","  Meanwhile the winged Heralds, by command "
15188,Other,"Aug 19, 2016, 8:36 PM",In search of whom they sought:  Him there they found 
15189,Other,"Aug 19, 2016, 8:36 PM","Dividing: for as earth, so he the world "
15190,Other,"Aug 19, 2016, 8:35 PM","What thoughts in my unquiet breast are risen, "
15191,Other,"Aug 19, 2016, 8:35 PM","Bestirs her then, and from each tender stalk "
15192,Other,"Aug 19, 2016, 8:34 PM",Through ways of danger by himself untried: 
15193,Other,"Aug 19, 2016, 8:34 PM",Walked firm; the crested cock whose clarion sounds 
15194,Other,"Aug 19, 2016, 8:29 PM","And chiefly thou, O Spirit, that dost prefer "
15195,Other,"Aug 19, 2016, 8:23 PM",Down to the veins of earth; thence gliding hot 
15196,Other,"Aug 19, 2016, 8:05 PM","But such as at this day, to Indians known, "
15197,Other,"Aug 19, 2016, 8:05 PM","If that way be your walk, you have not far; "
15198,Other,"Aug 19, 2016, 7:31 PM","What if the breath that kindled those grim fires, "
15199,Other,"Aug 19, 2016, 7:31 PM",  Whereto with speedy words th' Arch-Fiend replied:-- 
15200,Other,"Aug 19, 2016, 5:30 PM","To yonder gates? Through them I mean to pass, "
15201,Other,"Aug 19, 2016, 5:30 PM","Arraying, covered from his Father's sight. "
15202,Mickey Mouse,"Aug 19, 2016, 5:02 PM","(Such are the courts of God) the angelick throng, "
15203,Other,"Aug 19, 2016, 4:54 PM","Daughter of Sin, among the irrational "
15204,Other,"Aug 19, 2016, 4:53 PM","For though I fled him angry, yet recalled "
15205,Other,"Aug 19, 2016, 4:53 PM","His anger, and perhaps, thus far removed, "
15206,Other,"Aug 19, 2016, 4:53 PM",To sow a jangling noise of words unknown: 
15207,William Shakespeare,"Aug 19, 2016, 4:45 PM","Hail, universal Lord, be bounteous still "
15208,Mickey Mouse,"Aug 19, 2016, 4:44 PM",That with exhilarating vapour bland 
15209,Other,"Aug 19, 2016, 4:43 PM","Of good, how just? of evil, if what is evil "
15210,William Shakespeare,"Aug 17, 2016, 12:37 PM","Each to other like, more than on earth is thought? "
15211,William Shakespeare,"Aug 17, 2016, 12:37 PM","Where Tigris, at the foot of Paradise, "
15212,Other,"Aug 17, 2016, 12:34 PM","Sidelong had pushed a mountain from his seat, "
15213,William Shakespeare,"Aug 17, 2016, 10:25 AM",Their mighty Chief returned: loud was the acclaim: 
15214,Other,"Aug 17, 2016, 6:24 AM","Grateful digressions, and solve high dispute "
15215,Other,"Aug 17, 2016, 6:20 AM","And broken chariot-wheels. So thick bestrown, "
15216,Other,"Aug 17, 2016, 6:19 AM",At my right hand; your head I him appoint; 
15217,Other,"Aug 17, 2016, 6:19 AM","O, then, at last relent:  Is there no place "
15218,Other,"Aug 17, 2016, 6:19 AM","Suspected to a sequent king, who seeks "
15219,Other,"Aug 17, 2016, 6:19 AM",Not proof enough such object to sustain; 
15220,William Shakespeare,"Aug 17, 2016, 4:23 AM","Of his creation; justly then accursed, "
15221,William Shakespeare,"Aug 17, 2016, 4:21 AM",Conflicting fire.  Long time in even scale 
15222,Mickey Mouse,"Aug 17, 2016, 4:21 AM",Have heaped this table!--Raised of grassy turf 
15223,Mickey Mouse,"Aug 17, 2016, 4:21 AM","And sin?  The body properly had neither, "
15224,Other,"Aug 17, 2016, 3:16 AM","So spake the Universal Lord, and seemed "
15225,William Shakespeare,"Aug 17, 2016, 3:15 AM",Is enmity which he will put between 
15226,William Shakespeare,"Aug 17, 2016, 3:15 AM","To pray, repent, and bring obedience due. "
15227,Other,"Aug 17, 2016, 3:15 AM","Late fallen himself from Heaven, is plotting now "
15228,William Shakespeare,"Aug 17, 2016, 3:15 AM",Had it been only coveting to eye 
15229,William Shakespeare,"Aug 17, 2016, 3:15 AM",But of the fruit of this fair tree amidst 
15230,Other,"Aug 17, 2016, 3:13 AM","But if the sense of touch, whereby mankind "
15231,Other,"Aug 17, 2016, 3:12 AM","Exile, or igominy, or bonds, or pain, "
15232,Other,"Aug 17, 2016, 3:12 AM","Two days are therefore past, the third is thine; "
15233,Other,"Aug 17, 2016, 3:05 AM",With what besides in council or in fight 
15234,Other,"Aug 17, 2016, 3:04 AM","Abdiel that sight endured not, where he stood "
15235,Other,"Aug 17, 2016, 3:04 AM","Into a Limbo large and broad, since called "
15236,Other,"Aug 17, 2016, 3:04 AM","There sit not, and reproach us as unclean. "
15237,Other,"Aug 17, 2016, 3:03 AM","Corruption, to bring forth more violent deeds. "
15238,Other,"Aug 17, 2016, 3:03 AM","Kindled through agitation to a flame, "
15239,Other,"Aug 17, 2016, 3:03 AM","Emergent, and their broad bare backs upheave "
15240,Other,"Aug 17, 2016, 3:03 AM","Resounded; and had Earth been then, all Earth "
15241,Other,"Aug 17, 2016, 3:02 AM","Thou therefore also taste, that equal lot "
15242,Other,"Aug 17, 2016, 3:02 AM","Still threatening to devour me opens wide, "
15243,Other,"Aug 17, 2016, 3:02 AM","Favour from Heaven, our witness, from the event. "
15244,Other,"Aug 17, 2016, 3:01 AM",Through his glazed optick tube yet never saw. 
15245,Other,"Aug 17, 2016, 2:59 AM","Whatever sleights, none would suspicious mark, "
15246,Other,"Aug 17, 2016, 2:59 AM",With horrid strides; Hell trembled as he strode. 
15247,Other,"Aug 17, 2016, 2:59 AM","When from the boughs a savoury odour blown, "
15248,Other,"Aug 17, 2016, 2:59 AM","Vacant possession, some new trouble raise: "
15249,Other,"Aug 17, 2016, 2:58 AM",And never but in unapproached light 
15250,Other,"Aug 17, 2016, 2:58 AM","Intent, with jocund music charm his ear; "
15251,Other,"Aug 17, 2016, 2:58 AM","And vengeance to the wicked, at return "
15252,Other,"Aug 17, 2016, 2:58 AM","I' the midst an altar as the land-mark stood, "
15253,Other,"Aug 17, 2016, 2:57 AM","Centring, receivest from all those orbs: in thee, "
15254,Other,"Aug 17, 2016, 2:57 AM",And strait conjunction with this sex: for either 
15255,Other,"Aug 17, 2016, 2:55 AM",Swift to their several quarters hasted then 
15256,Other,"Aug 17, 2016, 2:54 AM",In jointed armour watch: on smooth the seal 
15257,Other,"Aug 17, 2016, 2:54 AM","Not felt, nor shall be twice; for never more "
15258,Other,"Aug 17, 2016, 2:54 AM","Then, crowned again, their golden harps they took, "
15259,Other,"Aug 17, 2016, 2:53 AM","To whom thus Eve, recovering heart, replied. "
15260,Other,"Aug 17, 2016, 2:53 AM","What could be less than to afford him praise, "
15261,Other,"Aug 17, 2016, 2:52 AM","Gabriel, lead forth to battle these my sons "
15262,William Shakespeare,"Aug 17, 2016, 2:52 AM",And in performing end us; what besides 
15263,William Shakespeare,"Aug 17, 2016, 2:52 AM","Through the wide Ethiopian to the Cape, "
15264,Other,"Aug 17, 2016, 2:52 AM",And full of wrath bent on his enemies. 
15265,William Shakespeare,"Aug 17, 2016, 2:52 AM","I knew, but not with human voice endued; "
15266,Other,"Aug 17, 2016, 2:52 AM",Her husband the relater she preferred 
15267,William Shakespeare,"Aug 17, 2016, 2:51 AM","In things to us forbidden, it might be wished, "
15268,William Shakespeare,"Aug 17, 2016, 2:51 AM",With meditation on the happy end. 
15269,William Shakespeare,"Aug 17, 2016, 2:51 AM","Boundless the Deep, because I Am who fill "
15270,William Shakespeare,"Aug 17, 2016, 2:51 AM","Of evils, and, excessive, overturns "
15271,Other,"Aug 17, 2016, 2:50 AM","And all his armour stained, ere while so bright. "
15272,William Shakespeare,"Aug 17, 2016, 2:50 AM","To vital spirits aspire, to animal, "
15273,William Shakespeare,"Aug 17, 2016, 2:50 AM","Thy daughter and thy darling, without end."" "
15274,Other,"Aug 17, 2016, 2:50 AM",With fragrance and with joy my heart o'erflowed. 
15275,Other,"Aug 17, 2016, 2:50 AM","So charming left his voice, that he a while "
15276,Other,"Aug 17, 2016, 2:50 AM","Tending to wild.  Thou therefore now advise, "
15277,William Shakespeare,"Aug 17, 2016, 2:47 AM",In pangs; and Nature gave a second groan; 
15278,Other,"Aug 17, 2016, 2:41 AM","Prone on the ground, as since; but on his rear, "
15279,William Shakespeare,"Aug 17, 2016, 2:40 AM","Hath tasted envies not, but brings with joy "
15280,Other,"Aug 17, 2016, 2:40 AM","He brought thee into this delicious grove, "
15281,Other,"Aug 17, 2016, 2:40 AM","Long after; now unpeopled, and untrod. "
15282,William Shakespeare,"Aug 17, 2016, 2:39 AM",For such vast room in Nature unpossessed 
15283,William Shakespeare,"Aug 17, 2016, 2:39 AM","Of ewe or goat dropping with milk at even, "
15284,William Shakespeare,"Aug 17, 2016, 2:39 AM","Witness this new-made world, another Heaven "
15285,William Shakespeare,"Aug 17, 2016, 2:39 AM","Hymns of high praise, and I among them Chief. "
15286,Other,"Aug 16, 2016, 2:54 PM","Triumphal with triumphal act have met, "
15287,Other,"Aug 16, 2016, 2:49 PM","From hence no cloud, or, to obstruct his sight, "
15288,Other,"Aug 16, 2016, 2:47 PM","To mortal combat, or career with lance), "
15289,Other,"Aug 16, 2016, 2:47 PM",Were banded to oppose his high decree; 
15290,Other,"Aug 16, 2016, 2:47 PM",Floated redundant: pleasing was his shape 
15291,Other,"Aug 16, 2016, 2:42 PM","Ascended his high throne; which, under state "
15292,Other,"Aug 16, 2016, 2:42 PM","This said, he paused not, but with venturous arm "
15293,Other,"Aug 16, 2016, 2:41 PM","Celestial, whether among the Thrones, or named "
15294,Mickey Mouse,"Aug 16, 2016, 2:41 PM",To whom thus Michael.  These are the product 
15295,Mickey Mouse,"Aug 16, 2016, 2:41 PM",In the mid way:  Though strange to us it seemed 
15296,Other,"Aug 16, 2016, 2:41 PM","Here in the heart of Hell to work in fire, "
15297,Mickey Mouse,"Aug 16, 2016, 2:40 PM","In tangles, and made intricate seem straight, "
15298,Other,"Aug 16, 2016, 2:40 PM","But solemn and sublime; whom not to offend, "
15299,Other,"Aug 16, 2016, 2:40 PM","Will vanish, and deliver ye to woe; "
15300,Other,"Aug 16, 2016, 2:40 PM","Subscribed not:  Nature first gave signs, impressed "
15301,Other,"Aug 16, 2016, 2:39 PM","And fish with fish; to graze the herb all leaving, "
15302,Other,"Aug 16, 2016, 2:39 PM","By the Angel, on thy feet thou stoodest at last, "
15303,Mickey Mouse,"Aug 16, 2016, 2:38 PM","To dispossess him, and thyself to reign? "
15304,Other,"Aug 16, 2016, 2:10 PM","The clouded ark of God, till then in tents "
15305,Other,"Aug 16, 2016, 2:04 PM",Who sees thee? and what is one? who should be seen 
15306,Mickey Mouse,"Aug 16, 2016, 2:03 PM",To join their dark encounter in mid-air. 
15307,Mickey Mouse,"Aug 16, 2016, 2:03 PM","And utter dissolution, as the scope "
15308,Other,"Aug 16, 2016, 2:03 PM",A numerous host; in strength each armed hand 
15309,Mickey Mouse,"Aug 16, 2016, 2:03 PM",And sleep secure; his dreadful voice no more 
15310,Other,"Aug 16, 2016, 2:03 PM","Against unpained, impassive; from which evil "
15311,Mickey Mouse,"Aug 16, 2016, 2:02 PM","Living or dying, from thee I will not hide "
15312,Mickey Mouse,"Aug 16, 2016, 2:02 PM",Nor tongue ineloquent; for God on thee 
15313,Other,"Aug 16, 2016, 1:55 PM",He ceased; I lowly answered.  To attain 
15314,William Shakespeare,"Aug 16, 2016, 4:09 AM","Taste so divine, that what of sweet before "
15315,William Shakespeare,"Aug 16, 2016, 4:09 AM",From Auran eastward to the royal towers 
15316,Other,"Aug 16, 2016, 3:47 AM",Embellished; thick with sparkling orient gems 
15317,William Shakespeare,"Aug 16, 2016, 3:47 AM","So willingly doth God remit his ire, "
15318,William Shakespeare,"Aug 16, 2016, 3:46 AM",And through the palpable obscure find out 
15319,Other,"Aug 16, 2016, 3:46 AM","Of rebel Angels, by whose aid, aspiring "
15320,William Shakespeare,"Aug 16, 2016, 3:46 AM","Unspeakable; for who, though with the tongue "
15321,William Shakespeare,"Aug 16, 2016, 3:46 AM","Man's friend, his Mediator, his designed "
15322,William Shakespeare,"Aug 16, 2016, 3:46 AM","Direct against which opened from beneath, "
15323,William Shakespeare,"Aug 16, 2016, 3:46 AM","Down from the ecliptick, sped with hoped success, "
15324,Other,"Aug 16, 2016, 3:46 AM","Second to thee, offered himself to die "
15325,Other,"Aug 16, 2016, 3:46 AM","There oft the Indian herdsman, shunning heat, "
15326,Other,"Aug 16, 2016, 3:46 AM",Hereafter; when they come to model Heaven 
15327,William Shakespeare,"Aug 16, 2016, 3:45 AM","And humble deprecation, thus replied. "
15328,Other,"Aug 16, 2016, 3:45 AM","Made answer.  Mighty Father, thou thy foes "
15329,Other,"Aug 16, 2016, 3:45 AM",Or thence from Niger flood to Atlas mount 
15330,Other,"Aug 16, 2016, 3:44 AM","Like change on sea and land; sideral blast, "
15331,William Shakespeare,"Aug 16, 2016, 3:44 AM",Had need from head to foot well understand; 
15332,William Shakespeare,"Aug 16, 2016, 3:43 AM",Glad to be so dismissed in peace.  Can thus 
15333,Other,"Aug 16, 2016, 3:43 AM","A day entire, and night's due course adjourn, "
15334,William Shakespeare,"Aug 16, 2016, 3:43 AM",His dark materials to create more worlds-- 
15335,Other,"Aug 16, 2016, 3:43 AM","O fairest of Creation, last and best "
15336,William Shakespeare,"Aug 16, 2016, 3:43 AM",Beyond the Earth's green Cape and verdant Isles 
15337,William Shakespeare,"Aug 16, 2016, 3:43 AM","Your wonder, with an apple; he, thereat "
15338,William Shakespeare,"Aug 16, 2016, 3:43 AM","Under a shade on flowers, much wondering where "
15339,Other,"Aug 16, 2016, 3:42 AM",War unproclaimed.  The princely Hierarch 
15340,Other,"Aug 16, 2016, 3:42 AM","Temper or nourish, or in part shed down "
15341,William Shakespeare,"Aug 16, 2016, 3:40 AM"," Death his death's wound shall then receive, and stoop "
15342,Other,"Aug 16, 2016, 3:39 AM",Even to the seat of God.  For since I sought 
15343,Other,"Aug 16, 2016, 3:39 AM","His flight precipitant, and winds with ease "
15344,William Shakespeare,"Aug 16, 2016, 3:38 AM","Not free, what proof could they have given sincere "
15345,Donald Duck,"Aug 16, 2016, 2:01 AM","Which it had long stood under, strained to the highth "
15346,Other,"Aug 14, 2016, 5:08 PM","In punished Man, to satisfy his rigour, "
15347,Other,"Aug 14, 2016, 4:43 PM",To that first naked glory!  Such of late 
15348,William Shakespeare,"Aug 14, 2016, 4:43 PM","And thrice threefold the gates; three folds were brass, "
15349,William Shakespeare,"Aug 14, 2016, 4:43 PM","Or she from west her silent course advance, "
15350,Other,"Aug 14, 2016, 4:42 PM","More aery, last the bright consummate flower "
15351,Other,"Aug 14, 2016, 4:41 PM","All is not lost--the unconquerable will, "
15352,Other,"Aug 14, 2016, 4:41 PM","Discursive, or intuitive; discourse "
15353,William Shakespeare,"Aug 14, 2016, 2:11 PM","For happy though but ill, for ill not worst, "
15354,Other,"Aug 14, 2016, 1:24 PM",With their four wives; and God made fast the door. 
15355,William Shakespeare,"Aug 14, 2016, 12:48 PM"," Found out for mankind under wrath, O thou "
15356,William Shakespeare,"Aug 14, 2016, 12:47 PM",The lip of Tantalus. Thus roving on 
15357,William Shakespeare,"Aug 14, 2016, 12:47 PM","Walked up and down alone, bent on his prey; "
15358,Other,"Aug 14, 2016, 9:02 AM","Sad resolution, and secure:  Let each "
15359,Other,"Aug 14, 2016, 9:02 AM","So well converse, nor with the ox the ape; "
15360,Other,"Aug 14, 2016, 9:02 AM",His mounted scale aloft:  Nor more;but fled 
15361,William Shakespeare,"Aug 13, 2016, 4:32 AM",And worship him; and in reward to rule 
15362,William Shakespeare,"Aug 13, 2016, 4:32 AM","White, black, and gray, with all their trumpery. "
15363,Other,"Aug 13, 2016, 3:01 AM",And worthy seemed; for in their looks divine 
15364,Other,"Aug 13, 2016, 3:01 AM",How all his malice served but to bring forth 
15365,Other,"Aug 13, 2016, 3:01 AM",The Thunderer of his only dreaded bolt. 
15366,William Shakespeare,"Aug 13, 2016, 2:59 AM","Our enemy, our own loss how repair, "
15367,William Shakespeare,"Aug 13, 2016, 2:59 AM","Not by destroying Satan, but his works "
15368,Other,"Aug 13, 2016, 2:58 AM","Erelong to swim at large; and laugh, for which "
15369,Other,"Aug 13, 2016, 2:58 AM","Met, who to meet him came, his offspring dear. "
15370,Other,"Aug 13, 2016, 2:54 AM",'Whose image thou art; him thou shalt enjoy 
15371,Other,"Aug 13, 2016, 2:53 AM","Her nursery; they at her coming sprung, "
15372,Other,"Aug 13, 2016, 2:53 AM","In reason, and is judicious; is the scale "
15373,Other,"Aug 13, 2016, 2:53 AM",No spot or blame behind:  Which gives me hope 
15374,Other,"Aug 13, 2016, 2:53 AM","How dies the Serpent? he hath eaten and lives, "
15375,Other,"Aug 13, 2016, 2:53 AM","With this her solemn bird, and this fair moon, "
15376,Other,"Aug 13, 2016, 2:52 AM",With blessedness.  Whence Adam soon repealed 
15377,Other,"Aug 13, 2016, 2:52 AM","Thy praises, with the innumerable sound "
15378,Other,"Aug 13, 2016, 2:52 AM","The silent hours, and the other whose gay train "
15379,Other,"Aug 13, 2016, 2:52 AM","More orient in yon western cloud, that draws "
15380,Other,"Aug 13, 2016, 2:52 AM","A third part of the Gods, in synod met "
15381,Other,"Aug 13, 2016, 2:52 AM",Servant of God. Well done; well hast thou fought 
15382,Other,"Aug 13, 2016, 2:52 AM","In fruit she never tasted, whether true "
15383,Other,"Aug 13, 2016, 2:52 AM",And of our good and of our dignity 
15384,Other,"Aug 13, 2016, 2:51 AM",And all things in best order to invite 
15385,Other,"Aug 13, 2016, 2:51 AM","Above the clouds will pine his entrails gross, "
15386,Other,"Aug 13, 2016, 2:51 AM","Equal to God, and equally enjoying "
15387,Other,"Aug 13, 2016, 2:51 AM","Heap'd on him there, nor yet the main abyss "
15388,Other,"Aug 13, 2016, 2:51 AM",Since now we find this our empyreal form 
15389,Other,"Aug 13, 2016, 2:50 AM",Whatever wiles of foe or seeming friend. 
15390,Other,"Aug 13, 2016, 2:50 AM",Allured his eye; thither his course he bends 
15391,Other,"Aug 13, 2016, 2:50 AM","In autumn thwarts the night, when vapours fired "
15392,Other,"Aug 13, 2016, 2:50 AM","Acknowledged and deplored, in Adam wrought "
15393,Other,"Aug 13, 2016, 2:50 AM",Whom thus the meager Shadow answered soon. 
15394,Other,"Aug 13, 2016, 2:50 AM","As from a second root, shall be restored "
